name,gender,origins
Kameliya,f,Bulgarian
Kamen,m,Bulgarian
Kameron,m,English (Modern)
Kamil 1,m,Arabic
Kamil 2,m,"Czech, Slovak, Polish"
Kamila 1,f,"Czech, Slovak, Polish"
Kamila 2,f,Arabic
Kamilė,f,Lithuanian
Kamilla,f,"Russian, Hungarian, Polish, Danish, Norwegian, Swedish"
Kamini,f,Hindi
Kamiyah,f,African American (Modern)
Kamoliddin,m,Uzbek
Kamon,m,Thai
Kamran,m,"Persian, Urdu, Azerbaijani"
Kamrušepa,f,"Hittite Mythology, Luwian Mythology"
Kamryn,f,English (Modern)
Kanako,f,Japanese
Kənan,m,Azerbaijani
Kanani,f,Hawaiian
Kanat,m,Kyrgyz
Kanata,m,Japanese
Kanchan,f,"Hindi, Marathi, Bengali, Odia, Assamese"
Kanchana,f,"Tamil, Thai"
Kanda,f,Thai
Kandace,f,English (Modern)
Kandaĵa,f,Esperanto
Kandake,f,"Biblical Greek, Biblical"
Kandi,f,English
Kāne,m,Polynesian Mythology
Kane,m,English (Modern)
Kaneonuskatew,m,Cree (Anglicized)
Kaniehtiio,f,Mohawk
Kanna,f,Japanese
Kannan,m,Tamil
Kannon 1,f,Buddhism
Kannon 2,m,English (Modern)
Kanon,f,Japanese
Kanstantsin,m,Belarusian
Kanta,f,"Hindi, Bengali"
Kanti,m,"Hindi, Bengali, Hinduism"
Kantuta,f,Aymara
Kanya,f,Thai
Kanybek,m,Kyrgyz
Kanye,m,African American (Modern)
Kanza,f,Arabic
Kaolin,m,English (Rare)
Kaori,f,Japanese
Kaoru,f,Japanese
Kaourintin,m,Breton
Kapel,m,Yiddish (Rare)
Kapena,m,Hawaiian
Kapil,m,"Hindi, Marathi"
Kapila,m,"Hinduism, Sinhalese"
Kapka,f,Bulgarian
Kapono,m,Hawaiian
Kapua,f,Hawaiian
Kára,f,Norse Mythology
Kara 1,f,English
Kara 2,m,Ottoman Turkish
Karabo,m,"Sotho, Tswana"
Karakat,f,Kazakh
Karalina,f,Belarusian
Karam,m,Arabic
Karan,m,"Hindi, Marathi, Gujarati, Punjabi"
Karapet,m,Armenian
Karaugh,f,English (Rare)
Karcsi,m,Hungarian
Kåre,m,"Norwegian, Swedish, Danish"
Kareem,m,Arabic
Karekin,m,Armenian
Karel,m,"Dutch, Czech, Slovene"
Karen 1,f,"Danish, Norwegian, Icelandic, English, German"
Karen 2,m,Armenian
Karen 3,f,Japanese
Karena,f,English (Rare)
Karenza,f,Cornish
Karesinda,f,Esperanto
Kári,m,Old Norse
Kari 1,f,Norwegian
Kari 2,m,Finnish
Karianne,f,Norwegian
Kärım,m,Kazakh
Kärim,m,Tatar
Kərim,m,Azerbaijani
Karim,m,"Arabic, Persian, Tajik, Uzbek, Kyrgyz, Kazakh, Tatar"
Karima,f,Arabic
Karin,f,"Swedish, Norwegian, Danish, German, Dutch, Finnish, Estonian, Czech, Slovene"
Karīna,f,Latvian
Karina,f,"Swedish, Danish, Norwegian, Polish, German, Russian, English, Latvian, Spanish"
Karine 1,f,French
Karine 2,f,Norwegian
Karine 3,f,Armenian
Karishma,f,Hindi
Karissa,f,English
Karita,f,Swedish
Karítas,f,Icelandic
Kariuki,m,Kikuyu
Karl,m,"German, Swedish, Norwegian, Danish, Icelandic, English, Finnish, Estonian, Germanic, Old Norse"
Karla,f,"German, Swedish, Norwegian, Danish, Czech, Croatian, English"
Karlee,f,English (Modern)
Karlene,f,English
Karl-Heinz,m,German
Karlheinz,m,German
Karli,f,English (Modern)
Karlie,f,English (Modern)
Karlijn,f,Dutch
Karlīna,f,Latvian
Kārlis,m,Latvian
Karlmann,m,German (Archaic)
Karlo,m,"Croatian, Slovene, Georgian"
Karly,f,English (Modern)
Karma,m,Bhutanese
Karme,f,Greek Mythology
Karmel,f,Hebrew
Karmela,f,Croatian
Karmen,f,"Slovene, Croatian, Estonian"
Karna,m,Hinduism
Karol 1,m,"Polish, Slovak, Slovene"
Karol 2,f,English
Karola,f,"German, Hungarian, Polish"
Karoliina,f,"Finnish, Estonian"
Karolína,f,"Czech, Slovak"
Karolīna,f,Latvian
Karolina,f,"Polish, Swedish, Norwegian, Danish, Hungarian, Slovene, Croatian, Macedonian, Ukrainian, Russian, Lithuanian, German"
Karoline,f,"German, Danish, Norwegian"
Karolis,m,Lithuanian
Karolos,m,Greek
Károly,m,Hungarian
Karolyn,f,English
Karp,m,"Russian (Rare), Ukrainian (Rare)"
Karpos,m,"Ancient Greek, Biblical Greek"
Karrar,m,Arabic
Karrie,f,English
Karson,m,English (Modern)
Karsten,m,"Low German, Danish, Norwegian"
Karsyn,f,English (Modern)
Kärt,f,Estonian
Karter,m,English (Modern)
Karthik,m,"Tamil, Telugu, Malayalam"
Karthika,f,"Tamil, Malayalam"
Karthikeyan,m,"Tamil, Hinduism"
Kartik,m,"Hindi, Marathi, Bengali"
Kartikeya,m,Hinduism
Kartini,f,Indonesian
Karuna,f,"Hindi, Marathi, Bengali, Assamese, Telugu"
Karyn,f,English
Karyna,f,"Ukrainian, Belarusian"
Kasandra,f,"English (Modern), Polish"
Kase,m,English (Modern)
Kasen,m,English (Modern)
Kasey,m,English
Kash,m,English (Modern)
Kashi,f,Hindi
Kashton,m,English (Modern)
Kashyapa,m,Hinduism
Kasi,f,"Telugu, Tamil"
Kasia,f,Polish
Kasih,f,"Indonesian, Malay"
Kasım,m,Turkish
Kasim,m,"Arabic, Bosnian"
Kasimir,m,German (Rare)
Kasimira,f,German (Archaic)
Kasjan,m,Polish
Kason,m,English (Modern)
Kašpar,m,Czech (Rare)
Kaspar,m,"German, Estonian"
Kasparas,m,Lithuanian
Kaspars,m,Latvian
Kasper,m,"Dutch, Danish, Swedish, Norwegian, Finnish"
Kassa,m,Amharic
Kassandra,f,"Greek Mythology, Ancient Greek, English (Modern)"
Kassandros,m,Ancient Greek
Kassia,f,English (Rare)
Kassidy,f,English (Modern)
Kassie,f,English (Modern)
Kassim,m,Arabic
Kassiopeia,f,Greek Mythology
Kassy,f,English (Modern)
Kastor,m,Greek Mythology
Kastriot,m,Albanian
Kasumi,f,Japanese
Kasun,m,Sinhalese
Kat,f,English
Kata,f,"Hungarian, Finnish, Croatian"
Kataleya,f,"Spanish (Latin American, Modern), English (Modern)"
Katalin,f,"Hungarian, Basque"
Katalina,f,Spanish (Latin American)
Katalinka,f,Hungarian (Rare)
Katar,f,Armenian
Kataraina,f,Maori
Katariina,f,"Finnish, Estonian"
Katarin,f,Breton
Katarína,f,Slovak
Katarina,f,"Swedish, Norwegian, Danish, German, Croatian, Serbian, Slovene, Sorbian"
Katarine,f,German (Rare)
Katarzyna,f,Polish
Katashi,m,Japanese
Katayoun,f,"Persian, Persian Mythology"
Katayun,f,Persian
Kate,f,"English, Croatian"
Katee,f,English (Rare)
Katelijn,f,Flemish
Katelijne,f,Flemish
Katelin,f,English (Modern)
Katell,f,Breton
Katelyn,f,English (Modern)
Katelynn,f,English (Modern)
Katenka,f,Russian
Kateri,f,History
Kateřina,f,Czech
Katerina,f,"Macedonian, Albanian, Russian, Bulgarian, Greek, Late Roman"
Kateryna,f,Ukrainian
Katey,f,English
Katharina,f,"German, Swedish, Norwegian, Danish"
Katharine,f,"English, German"
Katharyn,f,English
Käthe,f,German
Katherina,f,"English (Rare), German"
Katherine,f,English
Katheryn,f,English
Katheryne,f,English (Rare)
Kathi,f,English
Kathie,f,English
Kathleen,f,"Irish, English"
Kathlyn,f,English
Kathrin,f,German
Kathrine,f,"Danish, Norwegian"
Kathryn,f,English
Kathy,f,English
Kati,f,"Finnish, Estonian, Hungarian"
Katia,f,"Italian, French, Russian, Ukrainian, Bulgarian"
Katica,f,"Croatian, Slovene, Hungarian"
Katida,f,Esperanto
Katie,f,English
Katina,f,"Greek, Macedonian, Bulgarian"
Katinka,f,"German, Hungarian, Dutch"
Katiuscia,f,Italian
Katiuska,f,Spanish (Latin American)
Katja,f,"German, Danish, Swedish, Norwegian, Finnish, Dutch, Slovene, Croatian"
Katka,f,"Czech, Slovak"
Katla,f,"Icelandic, Old Norse"
Katlego,m,Tswana
Katleho,m,Sotho
Kätlin,f,Estonian
Katlyn,f,English (Modern)
Katniss,f,Literature
Kato,m,Ganda
Kató,f,Hungarian
Katrė,f,Lithuanian
Katri,f,Finnish
Katrien,f,Dutch
Katriina,f,Finnish
Katrijn,f,Dutch
Katrín,f,Icelandic
Katrin,f,"German, Swedish, Estonian"
Katrīna,f,Latvian
Katrina,f,"Scottish, English"
Katrine,f,"Danish, Norwegian"
Katriona,f,"Irish, Scottish"
Katsiaryna,f,Belarusian
Katsu,m,Japanese
Katsuhito,m,Japanese
Katsuko,f,Japanese
Katsumi,m,Japanese
Katsuo,m,Japanese
Katsuro,m,Japanese
Katsurō,m,Japanese
Katsurou,m,Japanese
Katsuya,m,Japanese
Kattalin,f,Basque
Katy,f,English
Katya,f,"Russian, Ukrainian, Bulgarian"
Katyusha,f,Russian
Kauã,m,"Tupi, Portuguese (Brazilian)"
Kauan,m,"Tupi, Portuguese (Brazilian)"
Kauʻi,f,Hawaiian
Kauko,m,Finnish
Kaulana,m,Hawaiian
Kaur,f,Indian (Sikh)
Kauri,m,Maori
Kausalya,f,Hinduism
Käusar,f,Kazakh
Kausar,f,Urdu
Kaushalya,f,Hinduism
Kaveh,m,"Persian, Persian Mythology"
Kaveri,f,Hindi
Kavi,m,Hindi
Kavita,f,"Hindi, Marathi"
Kavitha,f,"Telugu, Tamil, Kannada"
Kawacatoose,m,Cree (Anglicized)
Kawehi,f,Hawaiian
K'awiil,m,Mayan Mythology
K'awil,m,Mayan Mythology
Kawisenhawe,f,Mohawk
Kawthar,f,Arabic
Kay 1,f,English
Kay 2,m,"Welsh Mythology, Arthurian Cycle"
Kay 3,m,"Frisian, German, Swedish, Norwegian, Danish, Dutch"
Kaya 1,m,Turkish
Kaya 2,f,English (Modern)
Kayce,m,English (Modern)
Kaycee,f,English (Modern)
Kayden,m,English (Modern)
Kaydence,f,English (Modern)
Kaye,f,English
Kayin,m,Yoruba (Rare)
Kayla,f,English
Kaylan,f,English (Modern)
Kaylani,f,English (Modern)
Kayleah,f,English (Rare)
Kaylee,f,English (Modern)
Kayleen,f,English (Modern)
Kayleigh,f,English (Modern)
Kaylen,f,English (Modern)
Kayley,f,English (Modern)
Kaylie,f,English (Modern)
Kaylin,f,English (Modern)
Kayly,f,English (Rare)
Kaylyn,f,English (Modern)
Kaylynn,f,English (Modern)
Kayode,m,Yoruba
Kayoko,f,Japanese
Kayra,m,Turkish
Kaysen,m,English (Modern)
Kayson,m,English (Modern)
Kazbi,f,Biblical Hebrew
Kazem,m,"Persian, Arabic"
Kazia,f,Polish
Kazik,m,Polish
Kâzım,m,Turkish
Kazım,m,Turkish
Kazim,m,Arabic
Kazimiera,f,"Polish, Lithuanian"
Kazimieras,m,Lithuanian
Kazimierz,m,Polish
Kazimír,m,"Czech (Rare), Slovak (Rare)"
Kazimir,m,"Croatian, Slovene, Russian"
Kazimirŭ,m,Old Slavic (Hypothetical)
Kázmér,m,Hungarian
Kazue,f,Japanese
Kazuhiko,m,Japanese
Kazuki,m,Japanese
Kazuko,f,Japanese
Kazuma,m,Japanese
Kazumi,f,Japanese
Kazuo,m,Japanese
Kazuya,m,Japanese
Kazuyuki,m,Japanese
Kazys,m,Lithuanian
Keahi,f,Hawaiian
Keala,f,Hawaiian
Kealeboga,m,Tswana
Kealoha,f,Hawaiian
Kean,m,English (Rare)
Keane,m,English (Modern)
Keanna,f,English (Modern)
Keano,m,Dutch (Modern)
Keanu,m,Hawaiian
Keara,f,English (Modern)
Keaton,m,English (Modern)
Keavy,f,Irish (Rare)
Kebede,m,Amharic
Keefe,m,English (Rare)
Keegan,m,English
Keelan,m,Irish
Keeleigh,f,English (Rare)
Keeley,f,English (Modern)
Keelin,f,Irish
Keely,f,English
Keenan,m,Irish
Kees,m,Dutch
Keeva,f,Irish
Kefilwe,m,Tswana
Kegan,m,English (Modern)
Keghart,m,Armenian
Kehinde,m,Yoruba
Kehlani,f,English (Modern)
Kei,m,Japanese
Keighley,f,English (Rare)
Keijo,m,Finnish
Keiko,f,Japanese
Keila,f,"Portuguese (Brazilian), English (Modern)"
Keilani,f,Hawaiian
Keir,m,Scottish
Keira,f,English (Modern)
Keiran,m,English (Rare)
Keisha,f,African American
Keita 1,m,Japanese
Keita 2,f,Latvian
Keith,m,"English, Scottish"
Keitha,f,English (Rare)
Keitumetse,f,Tswana
Kejsi,f,Albanian (Modern)
Kekepania,f,Hawaiian
Kekoa,m,Hawaiian
Kekrops,m,Greek Mythology
Kelaino,f,Greek Mythology
Kelan,m,English (Modern)
Kelcey,m,English (Rare)
Keld,m,Danish
Kelda,f,English (Rare)
Kelebek,f,Turkish (Rare)
Kelebogile,f,Tswana
Kelechi,m,Igbo
Kelemen,m,Hungarian
Kelia,f,English (Rare)
Kelila,f,Hebrew
Kellan,m,English (Modern)
Kelleigh,f,English (Rare)
Kellen,m,English (Modern)
Kelley,f,English
Kelli,f,English
Kellie,f,English
Kelly,m,"Irish, English"
Kelsea,f,English (Modern)
Kelsey,f,English
Kelsi,f,English (Modern)
Kelsie,f,English (Modern)
Kelvin,m,English
Kemal,m,Turkish
Kemalettin,m,Turkish
Kemen,m,Basque
Kemp,m,English (Rare)
Kemuel,m,Biblical
Ken 1,m,English
Ken 2,m,Japanese
Kena'an,m,Biblical Hebrew
Kenan 1,m,Biblical
Kenan 2,m,Turkish
Kenaniah,m,Biblical
Kenanyahu,m,Biblical Hebrew
Kendal,m,English (Modern)
Kendall,m,English
Kende,m,Hungarian
Kendra,f,English
Kendrick,m,English
Keneilwe,f,Tswana
Kenelm,m,English (Rare)
Ken'ichi,m,Japanese
Kenina,f,Scottish
Kenith,m,English (Rare)
Kenji,m,Japanese
Kenna,f,Scottish
Kennard,m,English (Rare)
Kennedi,f,English (Modern)
Kennedy,f,"English, Irish"
Kennet,m,"Swedish, Danish, Norwegian"
Kenneth,m,"Scottish, English, Swedish, Danish, Norwegian"
Kennith,m,English
Kenny,m,"Scottish, English"
Kenojuak,f,Inuit (Anglicized)
Kenrick,m,English (Rare)
Kenshin,m,Japanese
Kensley,f,English (Modern)
Kent,m,English
Kenta,m,Japanese
Kentarō,m,Japanese
Kentigern,m,History (Ecclesiastical)
Kenton,m,English
Kenya,f,"English, African American"
Kenyatta,m,African American
Kenyon,m,English
Kenza,f,Arabic (Maghrebi)
Kenzie,m,English
Kenzo,m,"Japanese, French (Modern)"
Kenzō,m,Japanese
Kenzou,m,Japanese
Keola,m,Hawaiian
Keone,m,Hawaiian
Keoni,m,Hawaiian
Kepa,m,Basque
Kephalos,m,Greek Mythology
Kephas,m,Biblical Greek
Kepheus,m,Greek Mythology
Kerberos,m,Greek Mythology
Kerem,m,Turkish
Keren,f,Hebrew
Kerena,f,English (Rare)
Keren-Happuch,f,Biblical
Kerensa,f,Cornish
Kerenza,f,Cornish
Keri,f,English
Kerîm,m,Kurdish
Kerim,m,"Turkish, Turkmen, Bosnian"
Kerime,f,Turkish
Kerman,m,Basque
Kermit,m,English
Kerneels,m,Dutch
Kerr,m,Scottish
Kerri,f,English
Kerrie,f,English
Kerry,m,English
Kersti,f,"Swedish, Estonian"
Kerstin,f,"Swedish, German"
Kerttu,f,Finnish
Kertu,f,Estonian
Kesha 1,m,Russian
Kesha 2,f,African American
Keshaun,m,African American (Modern)
Keshawn,m,African American (Modern)
Keshet,m,Hebrew
Keshia,f,African American
Kęstas,m,Lithuanian
Kester,m,English (Rare)
Kestrel,f,English (Rare)
Kęstutis,m,Lithuanian
Ketevan,f,Georgian
Keti 1,f,Georgian
Keti 2,f,Greek
Ketija,f,Latvian
Ketil,m,Norwegian
Ketill,m,Old Norse
Ketillaug,f,Old Norse
Ketilríðr,f,Old Norse
Keto,f,Georgian
Kettil,m,Swedish (Rare)
Keturah,f,Biblical
Ketut,m,Balinese
Kev,m,English
Kevan,m,English
Keven,m,"English, French (Quebec, Modern), Portuguese (Brazilian, Modern)"
Kévim,m,Portuguese (Modern)
Kévin,m,French (Modern)
Kevin,m,"English, Irish, French (Modern), German (Modern), Dutch (Modern), Portuguese (Modern)"
Kevon,m,African American (Modern)
Kevork,m,Armenian
Kevyn,m,English (Rare)
Kewin,m,Polish (Modern)
Kexin,f,Chinese
Keyden,m,"Spanish (Latin American, Modern)"
Keysha,f,African American
Keyshawn,m,African American (Modern)
Keyumars,m,Persian Mythology
Kezban,f,Turkish
Kezia,f,Biblical
Keziah,f,Biblical
Keziban,f,Turkish
Kfir,m,Hebrew
Kgomotso,f,Tswana
Kgosi,m,Tswana
Khachatur,m,Armenian
Khachik,m,Armenian
Khadicha,f,Uzbek
Khadidja,f,"Arabic (Maghrebi), Central African"
Khadiga,f,Arabic (Egyptian)
Khadija,f,"Arabic, Urdu, Bengali"
Khadijah,f,"Arabic, Malay"
Khadijeh,f,Persian
Khadra,f,"Arabic, Somali"
Khafra,m,Ancient Egyptian
Khafre,m,Ancient Egyptian
Khaing,f,Burmese
Khairuddin,m,"Arabic, Malay"
Khajag,m,Armenian
Khaled,m,"Arabic, Urdu, Bengali"
Khaleda,f,"Arabic, Bengali"
Khaleel,m,Arabic
Khaleesi,f,Literature
Khalid,m,"Arabic, Urdu, Bengali, Malay, Chechen"
Khalida,f,"Arabic, Urdu"
Khalifa,m,Arabic
Khalil,m,"Arabic, Persian, Urdu"
Khalila,f,Arabic (Rare)
Khalilah,f,Arabic (Rare)
Khaliq,m,"Arabic, Urdu"
Kham,m,Lao
Khamis,m,Arabic
Khamphet,m,Lao
Khamsing,m,Lao
Khamza,m,Kazakh
Khamzat,m,"Chechen, Ingush"
Khan,m,"Urdu, Pashto"
Khánh,m,Vietnamese
Khanpasha,m,Chechen
Khariton,m,Russian
Khasan,m,"Chechen, Ossetian, Circassian, Ingush"
Khatijah,f,Malay
Khatuna,f,Georgian
Khava,f,"Chechen, Ingush"
Khawaja,m,Urdu
Khawla,f,Arabic
Khayr,m,Arabic
Khayra,f,Arabic
Khayr ad-Din,m,Arabic
Khayrat,m,Arabic (Rare)
Khayreddine,m,Arabic (Maghrebi)
Khayri,m,Arabic
Khayriyya,f,Arabic
Khayyam,m,Arabic
Khazhak,m,Armenian
Kheira,f,Arabic (Maghrebi)
Kheireddine,m,Arabic (Maghrebi)
Khine,f,Burmese
Khloe,f,English (Modern)
Khnum,m,Egyptian Mythology
Khnum-Khufu,m,Ancient Egyptian
Khoa,m,Vietnamese
Khodadad,m,Persian
Khôi,m,Vietnamese
Kholoud,f,Arabic
Khoma,m,Ukrainian (Rare)
Khonsu,m,Egyptian Mythology
Khordad,f,Persian Mythology
Khorshid,m,"Persian, Persian Mythology"
Khosrov,m,Armenian
Khosrow,m,"Persian, Persian Mythology"
Khristofor,m,Russian (Rare)
Khrystyna,f,Ukrainian
Khshayarsha,m,Old Persian
Khubilai,m,Medieval Mongolian
Khufu,m,Ancient Egyptian
Khulan,f,Mongolian
Khulud,f,Arabic
Khumbo,m,Chewa
Khumo,f,Tswana
Khurram,m,Urdu
Khurshed,m,Tajik
Khurshid,m,"Urdu, Uzbek"
Khushi,f,Hindi
Khwaja,m,Urdu
Ki,f,Sumerian Mythology
Kia,f,Swedish
Kian 1,m,Persian
Kian 2,m,English (Modern)
Kiana 1,f,"Hawaiian, English"
Kiana 2,f,African American (Modern)
Kianna,f,English (Modern)
Kianoush,m,Persian
Kiara,f,English (Modern)
Kiaran,m,English (Rare)
Kiarra,f,English (Modern)
Kibwe,m,Kongo
Kichiro,m,Japanese
Kichirō,m,Japanese
Kichirou,m,Japanese
Kidist,f,Amharic
Kidlat,m,Tagalog
Kiefer,m,English (Modern)
Kielo,f,Finnish
Kiera,f,"Irish, English"
Kieran,m,"Irish, English"
Kieron,m,"Irish, English"
Kierra,f,English (Modern)
Kiersten,f,English (Modern)
Kiia,f,Finnish
Kiira,f,Finnish
Kike,m,Spanish
Kiki,f,"English, Greek, German, Dutch"
Kiko,m,Spanish
Kiku,f,Japanese
Kiley,f,English
Kilian,m,"German, Spanish, Irish, French"
Kilie,f,English (Rare)
Kilikina,f,Hawaiian
Killa,f,Quechua
Killian,m,"Irish, French"
Kim 1,f,"English, Dutch, German"
Kim 2,m,"Danish, Swedish, Norwegian, Finnish"
Kim 3,f,Vietnamese
Kimball,m,English
Kimber,f,English (Modern)
Kimberlee,f,English
Kimberleigh,f,English (Rare)
Kimberley,f,English
Kimberly,f,English
Kimberlyn,f,English (Rare)
Kimbra,f,English (Rare)
Kimi,m,Finnish
Kimiko,f,Japanese
Kimimela,f,Sioux
Kimmernaq,f,Greenlandic
Kimmie,f,English
Kimmo,m,Finnish
Kimmy,f,English
Kimo,m,Hawaiian
Kinborough,f,Medieval English
Kincső,f,Hungarian
Kine,f,Norwegian
Kineret,f,Hebrew
King,m,English
Kinga,f,"Polish, Hungarian"
Kinge,f,German (Rare)
Kingsley,m,English (Modern)
Kingston,m,English (Modern)
K'inich,m,Mayan Mythology
Kinich,m,Mayan Mythology
Kinley 1,f,English (Modern)
Kinley 2,m,"Tibetan, Bhutanese"
Kinneret,f,Hebrew
Kinsey,f,English (Modern)
Kinslee,f,English (Modern)
Kinsley,f,English (Modern)
Kip,m,English
Kipling,m,English (Rare)
Kir,m,Russian
Kíra,f,Hungarian
Kira 1,f,"Russian, Ukrainian, Belarusian"
Kira 2,f,English
Kirabo,m,Ganda
Kiran,f,"Hindi, Marathi, Kannada, Telugu, Malayalam, Tamil, Gujarati, Nepali, Urdu"
Kiraz,f,Turkish
Kirby,m,English
Kire,m,Macedonian
Kiri,f,Maori
Kiril,m,"Bulgarian, Macedonian"
Kirill,m,Russian
Kirils,m,Latvian
Kirilŭ,m,Medieval Slavic
Kiritapu,f,Maori
Kirk,m,English
Kirke,f,Greek Mythology
Kiro,m,Macedonian
Kirrily,f,English (Australian)
Kirsi,f,Finnish
Kirsikka,f,Finnish
Kirsteen,f,Scottish
Kirsten,f,"Danish, Norwegian, English"
Kirsti,f,Finnish
Kirstie,f,Scottish
Kirstin,f,Scottish
Kirstine,f,Danish
Kirsty,f,Scottish
Kirtida,f,Hindi
Kiryl,m,Belarusian
Kisecawchuck,m,Cree (Anglicized)
Kisembo,m,Tooro
Kisha,f,African American
Kishan,m,"Hindi, Gujarati"
Kishor,m,"Hindi, Marathi, Tamil, Telugu, Nepali"
Kishore,m,"Hindi, Marathi, Tamil, Telugu"
Kishori,f,Marathi
Kısmet,f,Turkish
Kistiñe,f,Basque
Kit,m,English
Kitija,f,Latvian
Kito,m,Sorbian
Kitti,f,Hungarian
Kittie,f,English
Kittum,f,Semitic Mythology
Kitty,f,English
Kıvanç,m,Turkish
Kiwa,m,"Maori, Polynesian Mythology"
Kiyo,f,Japanese
Kiyoko,f,Japanese
Kiyoshi,m,Japanese
Kizzie,f,English
Kizzy,f,English
Kjartan,m,"Icelandic, Norwegian, Faroese"
Kjeld,m,Danish
Kjell,m,"Swedish, Norwegian"
Kjellaug,f,Norwegian
Kjellfrid,f,Norwegian
Kjersti,f,Norwegian
Kjerstin,f,"Norwegian, Swedish"
Kjetil,m,Norwegian
Klaas,m,"Dutch, Low German"
Klaes,m,Frisian
Klah,m,Navajo
Klahan,m,Thai
Klajdi,m,Albanian
Klaos,m,Limburgish
Klára,f,"Hungarian, Czech, Slovak"
Klāra,f,Latvian
Klara,f,"Swedish, Norwegian, Danish, Icelandic, German, Russian, Ukrainian, Polish, Slovene, Croatian"
Klas,m,Swedish
Klasina,f,Dutch
Klaudia,f,"Polish, Slovak, Hungarian, Albanian, German, Biblical Greek"
Klaudie,f,Czech
Klaudija,f,Croatian
Klaudijs,m,Latvian (Rare)
Klaudio,m,Croatian
Klaudiusz,m,Polish
Klaus,m,"German, Danish, Norwegian, Finnish"
Klaus-Peter,m,German
Klava,f,Russian
Klavdia,f,Russian
Klavdija,f,Slovene
Klavdiya,f,"Russian, Ukrainian, Bulgarian"
Klāvs,m,Latvian
Klay,m,English (Modern)
Klazina,f,Dutch
Klea,f,Albanian
Kléber,m,"French, Portuguese (Brazilian)"
Kleio,f,"Greek Mythology, Greek"
Kleis,f,Ancient Greek
Kleisthenes,m,Ancient Greek
Kleitos,m,Ancient Greek
Klemen,m,Slovene
Klemens,m,"German, Polish"
Klement,m,"Czech, Slovak"
Klementina,f,"Slovene, Croatian"
Klementyna,f,Polish
Kleon,m,Ancient Greek
Kleone,f,Greek Mythology
Kleonike,f,Ancient Greek
Kleoniki,f,Greek
Kleopas,m,Biblical Greek
Kleopatra,f,Ancient Greek
Kleopatros,m,Ancient Greek
Klim,m,Russian
Kliment,m,"Russian, Bulgarian, Macedonian"
Klimentina,f,Macedonian
Klio,f,Greek
Klodian,m,Albanian
Klopas,m,Biblical Greek
Klothilde,f,German (Rare)
Klotho,f,Greek Mythology
Klotild,f,Hungarian (Rare)
Klotylda,f,"Polish (Rare), Czech (Rare)"
Klym,m,Ukrainian
Klymene,f,Greek Mythology
Klyment,m,Ukrainian
Klytaimnestra,f,Greek Mythology
Klytië,f,Greek Mythology
Klytios,m,Greek Mythology
Knarik,f,Armenian
Knox,m,English
Knud,m,Danish
Knut,m,"Swedish, Norwegian, German"
Knute,m,"English (American, Rare)"
Knútr,m,Old Norse
Kō,m,Japanese
Koa 1,m,Hawaiian
Koa 2,m,Maori
Koba,m,Georgian
Kobe 1,m,Flemish
Kobe 2,m,Various
Kobina,m,Akan
Kobus,m,Dutch
Koby,m,English (Modern)
Koda,m,English (Modern)
Kodey,m,English (Rare)
Kodjo,m,Ewe
Kody,m,English (Modern)
Koen,m,Dutch
Koenraad,m,Dutch
Koert,m,Dutch
Koffi,m,Ewe
Kofi,m,Akan
Kohaku,f,Japanese
Kohar,f,Armenian
Koharu,f,Japanese
Kohen,m,English (Modern)
Kohinoor,f,Various
Kōichi,m,Japanese
Koios,m,Greek Mythology
Koit,m,Estonian
Kōji,m,Japanese
Koji,m,Japanese
Kojo,m,Akan
Kōki,m,Japanese
Kokoro,f,Japanese
Kokou,m,Ewe
Kolab,f,Khmer (Rare)
Kolbrún,f,"Old Norse, Icelandic"
Kolby,m,English (Modern)
Koldo,m,Basque
Koldobika,m,Basque
Kole,m,English (Modern)
Kolleen,f,English (Rare)
Kolman,m,German (Rare)
Koloman,m,"German (Rare), Slovak"
Kolos,m,Hungarian
Kolr,m,Old Norse
Kolton,m,English (Modern)
Kolya,m,Russian
Komang,m,Balinese
Komi,m,Ewe
Kōnane,m,Hawaiian
Kondrat,m,Polish (Archaic)
Kondwani,m,"Chewa, Tumbuka"
Kong,m,Popular Culture
Konjit,f,Amharic
Konnor,m,English (Modern)
Konrád,m,"Hungarian, Czech, Slovak"
Konrad,m,"German, Swedish, Norwegian, Danish, Polish, Slovene"
Konsta,m,Finnish
Konstadina,f,Greek
Konstadinos,m,Greek
Konstancja,f,Polish
Konstantin,m,"Russian, Serbian, Bulgarian, Macedonian, German, Estonian, Finnish, Hungarian"
